exhaustive_data,D1,D2,D3,D4,D5,D6,D7,D8,D9
-0.9744,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9718,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.969,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.966,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9628,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9594,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9558,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.952,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.948,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9438,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9394,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9348,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.93,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.925,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9198,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9144,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9088,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.903,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.897,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8908,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8844,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8778,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.871,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.864,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8568,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8494,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8418,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.834,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.826,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8178,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8094,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8008,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.792,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.783,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.7738,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.7644,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.7548,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.745,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.735,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.7248,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.7144,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.7038,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.693,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.682,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.6708,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.6594,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.6478,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.636,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.624,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.6118,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.5994,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.5868,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.574,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.561,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.5478,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.5344,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.5208,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.507,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.493,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4788,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4644,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4498,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.435,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.42,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4048,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3894,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3738,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.358,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.342,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3258,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3094,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2928,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.276,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.259,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2418,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2244,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2068,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.189,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.171,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1528,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1344,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1158,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.097,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.078,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0588,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0394,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0198,-999,-999,-999,-999,-999,-999,-999,-999,-999
0,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.0198,-999,-999,-999,-999,-999,-999,-999,-999,-999
0,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0196,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.039,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0582,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0772,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.096,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.133,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1512,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1692,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.187,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2046,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.222,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2392,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2562,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.273,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2896,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.306,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3222,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3382,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.354,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3696,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.385,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4002,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4152,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.43,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4446,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.459,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4732,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4872,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.501,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.5146,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.528,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.5412,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.5542,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.567,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.5796,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.592,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.6042,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.6162,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.628,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.6396,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.651,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.6622,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.6732,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.684,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.6946,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.705,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.7152,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.7252,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.735,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.7446,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.754,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.7632,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.7722,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.781,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.7896,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.798,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8062,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8142,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.822,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8296,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.837,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8442,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8512,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.858,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8646,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.871,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8772,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8832,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.889,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8946,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9052,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9102,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.915,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9196,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.924,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9282,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9322,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.936,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9396,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.943,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9462,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9492,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.952,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9546,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.957,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9592,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9612,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.963,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9646,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.966,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9672,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9682,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.969,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9696,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.97,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9702,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9702,-0.9702,-0.9702,-999,-999,-999,-999,-999,-999,-999
-0.97,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9696,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.969,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9682,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9672,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.966,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9646,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.963,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9612,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9592,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.957,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9546,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.952,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9492,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9462,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.943,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9396,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.936,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9322,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9282,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.924,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9196,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.915,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9102,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9052,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.9,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8946,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.889,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8832,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8772,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.871,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8646,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.858,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8512,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8442,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.837,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8296,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.822,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8142,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.8062,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.798,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.7896,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.781,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.7722,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.7632,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.754,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.7446,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.735,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.7252,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.7152,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.705,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.6946,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.684,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.6732,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.6622,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.651,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.6396,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.628,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.6162,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.6042,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.592,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.5796,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.567,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.5542,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.5412,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.528,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.5146,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.501,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4872,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4732,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.459,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4446,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.43,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4152,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4002,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.385,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3696,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.354,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3382,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3222,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.306,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2896,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.273,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2562,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2392,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.222,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2046,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.187,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1692,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1512,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.133,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1146,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.096,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0772,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0582,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.039,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0196,-999,-999,-999,-999,-999,-999,-999,-999,-999
0,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.0198,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.0394,-999,-999,-999,-999,-999,-999,-999,-999,-999
0.0196,-999,-999,-999,-999,-999,-999,-999,-999,-999
0,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0194,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0386,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0576,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.0764,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.095,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1134,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1316,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1496,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.1674,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.185,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2024,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2196,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2366,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2534,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.27,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.2864,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3026,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3186,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3344,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.35,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3654,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3806,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.3956,-999,-999,-999,-999,-999,-999,-999,-999,-999
-0.4104,-999,-999,-999,-999,-999,-999,-999,-999,-999
